"","L_G+1","L_G+2","L_G+3","L_G-1","L_G-2","LN_G+1","LN_G+2","LN_G+3","LN_G-1","LN_G-2","LN_G-3"
"Ahsa1",6.53691302254935,6.39868755413764,6.38617899976612,6.59136779202412,6.6819160715209,6.16871042305431,6.26123933176581,6.45666240959374,6.3237875068806,6.0180725375037,6.06486570329732
"Inca1",-1.75880125708583,-0.55254776107789,0.667245174898467,-1.19556732723658,-0.252757680601155,1.23637354663117,0.947548068472143,1.17848024467683,0.816406503146981,1.09977717862293,0.511141776730057
"Ndufb3",3.40155041764968,3.42744654711906,3.02524252449335,3.31867184974937,3.19039052543463,3.14398711646725,2.97933455713979,3.4536983050542,3.03969473018802,3.38271114189443,3.23483876974075
"Pianp",6.56162324721115,6.473389453573,6.40751695852267,6.47607201905168,6.08489174979933,4.23501699266109,4.35138272344084,4.28459727704276,3.57268724061032,4.13204598209527,3.8552501064662
"Map3k8",5.08668879385855,5.19916649069824,5.01541303744481,4.81855649169697,4.94606626959689,6.61232752320105,7.07131095310969,6.96354928382745,5.86989565682512,6.67410939794951,6.61730840656316
"Gas2l3",4.4552865328332,4.23811826512196,3.91613352423564,4.50384446421985,3.64220974763154,0.52094111401461,1.38736866868087,-0.356296498876106,2.55211703412756,1.73425981518788,0.089315111788574
"Arl10",3.68018856393746,3.65888687523217,3.74932682736282,3.51102461788611,3.72819286539586,4.58729611654884,4.66546197499652,4.41493899737485,3.44055826944212,4.12531227073007,3.82696106203477
"Gprc5a",1.5699805088426,2.50438840387496,3.31474914168834,1.433249463074,3.41161278283242,1.38076345596635,0.629186588604973,1.51817261904004,-0.247723834272734,1.3043948982314,1.54130374724031
"Pbrm1",7.64075642460011,7.62761426322882,7.67251438923651,7.77096482764526,7.45391952766632,8.22625350691072,8.04056679939849,7.70993071550341,7.89285034343717,7.86341638530855,7.89727750997663
"Pofut1",4.90484155458771,4.78337242575054,4.99555083955655,4.7577669006383,4.26148149638479,5.02265545886056,5.49207262897052,5.18405511514476,4.55869396853082,4.86227786489627,4.95665213867441
"Gpi1",7.80770587459764,7.76853953559501,7.67988739222495,7.78732064448284,8.04157942496516,7.34866606311816,7.4145885996492,7.42926075918921,7.25270162298634,7.3027172372932,7.38670727714709
"Nceh1",4.81538677204115,4.84847635705177,4.57413577050699,4.5202040446605,4.63440651016335,3.16693304813333,2.90772208797895,2.87793753510486,3.56150350211764,2.80759642712962,2.95758441336978
"Stradb",4.38707025218783,4.47844661760937,4.24457838739646,4.45362230684119,4.62474422178455,4.31166167393541,3.8381584941791,4.30812799302076,4.32295987799804,4.62274162171183,4.54750889676702
"Dyrk1a",5.13139062637625,5.70404076027962,5.70498324996661,5.5578351567403,4.62958345497055,6.39267526420951,6.39032736981311,6.2565247534772,5.93634001801274,6.06984197208115,6.11252024059264
"Appl1",6.55472966364436,6.55047326857893,6.48532167233402,6.58360482705032,6.16582375741449,7.57996837975832,7.32911243495403,7.24113535380727,7.08384459405772,7.21861939937881,7.28861705995002
"Lysmd3",5.86673365204137,5.87456973428989,5.87472292222363,6.25381062673679,6.09411168253607,5.09472853917909,4.97320845434295,4.57140550190355,4.78229114571255,4.98265308974637,5.14029313323375
"Nop16",5.15094899266193,4.95980770406194,5.13577900064302,5.11361425098546,5.46369133106456,4.10144396654507,4.09185295084157,4.15434089109142,4.83896730594776,3.96107090779134,4.0739216576652
"Tatdn2",2.48187651727837,2.85713082236231,2.78552919289418,2.59257699085519,2.4269830448721,2.49850372489485,1.546724428413,2.2100503236777,1.73246768464709,1.66165606623104,1.63751906249961
"Irf2",6.28116221734957,6.45678270858582,6.34253229820187,6.49637001138026,6.32718674535338,6.56614459947614,6.36648610131008,6.39275637758883,6.5271829957856,6.7466529956916,6.74212626990837
"Sparc",3.69280237142445,4.82514070811787,4.63609421169773,2.7740590237199,4.43460720167405,0.656824542096383,1.18415434902829,0.240944331623487,0.478711092401302,0.575356219836822,0.142754370750034
"Utrn",5.30984908270583,5.47732433436267,5.21911159274863,5.69565381210606,4.45792122204478,5.11699279339757,4.95200496123789,4.95542271105121,4.51491490233715,4.58397670240917,4.59381558440145
"Bckdhb",2.98073828074421,2.75216126276077,2.38027271440792,3.36469473285625,2.6529450227699,1.19231836655324,1.46924567573528,1.07254679992777,2.02076500165317,1.62393640028188,1.4594267401859
"Tubgcp4",5.96879510558768,5.85626770834261,5.995096232639,6.0084603266913,5.64430342795882,6.77751384184751,6.74337878319043,6.58621800646313,6.33532473358244,6.6706448494583,6.47871308323538
"Ppp2r1b",6.46059778107929,6.38558649097936,6.55668174942043,6.52147435824164,6.78039337088066,6.43227761465432,6.3817634015006,6.49817234547413,6.72099531489646,6.35023351837725,6.30939678820305
"Polr3g",2.55278489358008,2.86630538454282,2.70776033463718,2.71132326837194,2.92111991246666,2.43375654358023,2.57010735585095,2.39722027155395,3.09244996954264,2.78213644213866,1.63751906249961
"Fam207a",4.75351594180356,4.80381094732585,4.94936587641214,4.96018790106958,5.10131480459524,4.65174998519054,4.9975583157587,4.96655610423955,4.87404512901493,4.92372059300922,5.03999479632483
"Thsd1",1.21520353438123,2.19051803262473,2.19001291401228,1.38046204871457,1.97344635468531,-5.81890888887002,-1.46273590083607,-1.24938129495959,-1.17110255266982,-2.80711341698559,0.089315111788574
"Plxdc1",5.68769130584397,5.79092028769266,5.76807382455908,5.85810720055748,5.86963895075857,4.51312765949164,4.85443866408066,4.78351718556103,4.29397121254425,4.7938614017242,5.20453056833672
"Coq3",3.30215195414604,3.63224355031679,3.42685950800987,3.29984358850628,3.86169161013412,3.40750330391877,2.92233178286331,2.98401012532611,3.21170778436456,3.67785329375884,3.04438924090706
"Cttnbp2",-6.15111867986459,-1.68030330827626,-2.82918065122103,-5.95045482940005,-3.78525276142818,1.68093699821319,1.50850510618251,0.625087822956547,0.936700736864693,1.50447273368031,1.96872497097499
"Tmem128",4.81249993757938,4.83335118986039,5.0028051353736,4.80693517996659,4.7128841086249,6.63872849212175,6.62388921947277,6.72161474663512,5.89312916998805,6.73453637898455,6.50891760157612
"Fam168b",8.09628967843723,8.17323729089471,8.24868414394882,8.28413809850741,7.86445250404324,8.60269576087699,8.59874188309133,8.40925524746968,8.38037368714048,8.28573808865555,8.53780158628437
"Txn2",6.58083669390735,6.42492621650005,6.20934646110542,6.6067695200544,6.75681178085527,5.39601729907242,5.38802668239394,5.44244529287679,6.14989246357713,5.84649942352723,5.94023904878358
"Ppp1r3f",-0.173838756364671,0.435173909143673,0.806407922570092,0.199292290104634,-0.363788992989899,1.68093699821319,1.50850510618251,1.77615379714754,0.274697200379709,0.40789947398526,2.0548816147247
"Alms1",4.52571992660957,5.02986535739144,5.07685094165839,4.72285424616165,3.76164169845946,4.14254080552818,4.66111323005827,4.27268641441709,3.65916676133578,3.40512238931469,3.92935073264084
"Pmpcb",5.08549352035116,5.12752861660959,5.16840209877327,5.12167777476719,5.38073093731458,5.39723066755512,5.75234999917004,5.77140026717691,5.37339562441757,5.46701509905048,5.72826324339247
"Nav2",4.61458180778651,4.43748406983087,4.15299807169172,4.61464724896027,2.50278933930678,2.35601679363066,2.41345789754954,1.55797362709801,1.53315887642368,1.68015240984843,1.23175937680878
"Cox5a",5.19816254895286,4.99787295468234,4.87224958878588,4.91450508574255,5.06961562183206,6.00883075993694,5.9026656400914,6.02851491900021,5.37765293489433,6.11132393245096,6.03426193365917
"Snu13",3.62860067527882,3.32802155637467,3.18044804997674,3.64013222051499,3.48019485105843,2.84286920890197,2.75286095899153,3.06220485570631,3.31299112020174,3.18966268214012,2.92744869539647
"Fam219b",4.90890167464326,4.79061913018381,4.71991639694312,4.90674864210812,4.91171476480611,4.57018463303446,4.59425825530202,4.68585392634289,4.5417208899271,4.77677525038425,4.47903775861447
"Man2a2",4.6522052391769,5.08493673988512,5.30083824691351,5.1999271394178,4.9566956850278,4.139643826561,3.98804125249069,4.29346633186534,5.36805625843821,3.784275352895,3.5085995821676
"Wdsub1",4.85099309661526,4.5065904318388,4.81981884182965,4.68888587925218,4.8268258672196,4.93514347865891,4.84296587963671,4.77720801351955,4.30071279042331,4.9845146319929,4.72004585811826
"Tmem131",7.44238916110535,7.5811822357312,7.7321072939438,7.26735144416155,6.91481533561245,7.65263932212911,7.8473984940029,7.66877205938925,7.52586497356446,7.53512002447333,7.83192643838703
"Stra6l",2.36851757297863,1.44132613612527,2.36908897591524,2.38493552529388,1.95813910189746,-0.86471257848314,0.664376017067273,1.12648560703857,3.3394229137103,3.96484759853682,4.06356734259092
"Mef2a",7.91723975845285,8.00561348633136,8.03776705593353,8.2047587010718,7.52819717953488,8.62422892242663,8.3590380811345,8.15078657778615,8.0645815974694,8.14302584731312,8.19596446444281
"Ikzf1",7.00005645794398,7.1414116303318,7.17664436973595,7.34574443911489,6.83431221633492,6.29059532688699,6.440670305012,6.38447887915087,7.09131634819159,6.2298451221601,6.43118005220868
"Rasl10b",-2.98119367842228,-2.18726329699615,-2.82918065122103,-3.14309990734244,-5.00764518276462,1.80314293058636,0.311704398748803,0.69815128514627,0.600273072282215,1.28034942426475,1.54130374724031
"Slc4a8",5.05894380337564,5.50475564201896,6.17443764672353,4.2962857690931,4.35648947224343,9.95265795421939,10.1694701215933,10.0889040920387,9.70549377698485,10.2138913170967,10.4108816369654
"Nde1",7.085642983707,6.93699408604662,6.91589337524783,7.08485978042434,7.14770013076654,6.45692462114345,6.43048578415786,6.56439989625744,6.7840963952172,6.64733276815211,6.56076027408336
"Gpd2",7.08624068233425,6.91035304367029,7.24476961213541,6.70664027548834,6.91109385021039,8.05732025737334,8.44249274029158,8.41637758831993,7.04555969284234,7.67136731681822,7.72100696834046
"Dnajc2",6.1171308921299,6.11242674446307,6.02924445505085,6.16100691045767,6.36866112005381,6.7141774532976,6.63612730747105,6.63413479227512,6.43214007981598,6.45397407698263,6.63314946287185
"Bcl9",4.15608212927622,4.44974283751003,4.8053711312636,4.38381845590714,3.97249439487453,6.96347510232698,7.05524422320896,6.47367012008187,5.73620255092629,6.19489786877288,6.04833282889576
"Phykpl",4.29286086273667,4.24868105818287,4.12999333532023,4.52223600984273,4.38108968281957,4.34976322926222,4.3540793504706,4.63791186331413,4.01394373579715,3.99471039909878,4.20531570851441
