"","L_G+1","L_G+2","L_G+3","L_G-1","L_G-2","LN_G+1","LN_G+2","LN_G+3","LN_G-1","LN_G-2","LN_G-3"
"Vwf",5.5966547206622,5.67822580104621,5.85681954821627,5.5439007741328,4.86938326709979,1.96899367052142,1.18415434902829,0.662082030438748,2.35029481927387,1.99286197470642,2.55615151164762
"Znrd1as",0.41873692846636,-0.20637211994385,-0.351133354416388,0.678901790679561,0.587301406529155,-0.960927893742443,-0.756467103892777,-0.284146713120271,0.0794409089807752,-0.405014973414245,-0.0840164910969881
"Pla2g4f",1.62366837973659,1.59271518613015,2.57778354752213,0.649458012787079,0.607064661350585,5.84775895182034,5.63418726966334,5.48951518734792,6.02653782698431,6.4005981941871,6.55645922094619
"Foxr1",1.88780030942771,2.27561562325962,1.32924871138345,2.27354684479806,1.81253377965056,-0.204199044754807,0.0172570402835474,0.191191296426387,1.00433945374006,1.62393640028188,1.52126599400376
"Lamtor5",4.97106222139517,4.7391107340279,4.70220080929528,4.79857655264016,4.89573459404674,5.04140216604947,4.77415947998249,4.73659613817354,4.47970161426712,5.12952452201698,4.8976418729135
"Rad23b",6.17895787493287,6.23081122220517,6.06433758186163,6.30132342763582,6.0626994180247,7.19911737697321,6.97386606813884,6.77377898995964,6.34024115460995,6.12657723796664,6.3937848260919
"Mrnip",0.860108575558667,0.576036444983523,-0.210270818576538,0.0268250940998682,0.175576641291147,1.23637354663117,0.311704398748803,0.548125841141663,0.237702992897507,0.40789947398526,0.736434088572299
"Armc9",2.5458488463697,3.26351385633061,2.89873980334217,3.3372575501494,3.13701306006726,3.10293204820447,3.25223259105761,3.02007938003363,3.71743077334107,3.79704264896888,3.78556094604347
"Iqsec1",4.60960126760104,4.75771840867228,4.69326076494207,4.77491142849559,3.96868026167905,5.5125679329896,5.48962219094465,5.37162395568709,5.55164610380156,5.43742031686218,5.3090315951772
"Btbd19",3.41683739555088,3.37698649507472,3.06043195295565,3.27113229186476,3.22916629848479,2.0076395984209,1.82071804623666,1.68921816037626,2.46677147908978,1.60470018141897,1.67427761250973
"Fuk",3.60209806931437,3.42744654711906,3.74932682736282,3.13965759026424,3.26070187191789,5.00366194208015,5.31931393230993,5.34058188681993,4.99120195304725,5.33900062318565,5.43887801408488
"Sqstm1",8.57600407389817,8.45398038972707,8.38001158525564,8.1466719943853,8.40637932711353,10.8285916980225,10.7814244765889,10.8457802203901,9.88242547636839,10.3159687137565,10.3325115543781
"Mcoln1",6.36876324263284,6.32365699266859,6.46248341774059,6.13202689846305,6.19875873120922,6.95113551142681,7.0872007230541,7.14885342006703,6.34622744967568,7.03456324206347,6.93196194609738
"Dgke",5.26198030505068,5.08690025844733,5.1390747074809,4.93295215698832,4.70945998904074,4.19371564999504,4.54318407070775,4.52947807991342,4.26208715152447,4.308859146376,4.49453686962598
"Rtca",5.01441646151334,4.95551556243304,4.89776730917599,4.92989397875598,5.24934971561377,4.92676543513212,5.06987635319231,5.03337620264709,4.80459720085735,5.01579878598357,4.96037762826147
"Cklf",5.26092183468706,5.13228999070331,5.16031522198852,5.20626031482465,4.81625275253898,4.2213808321557,4.40697968710944,4.16726545718091,4.44766265614207,4.23258900704814,4.71564403917062
"Alyref2",1.99353956296729,2.01189241576992,2.45622156764122,2.38493552529388,2.64818364867618,1.99487230234702,2.17807983461861,2.2100503236777,1.65039655170805,2.62870564442976,2.33293821117615
"Heatr3",5.19926806244825,5.24999598615562,5.36275981374477,5.23998718938278,5.40068455800277,3.27120353079427,3.19922966949039,3.60859970016798,5.26381320761178,3.65465834010622,3.52378598598228
"Shc1",7.67949555549825,7.61729233349679,7.69312063624098,7.68106330240171,7.78765043760724,7.08025918726431,7.16949404232216,7.22422782728355,6.87536291670833,6.99447947552232,7.04373092693675
"Cd63",6.24682329210805,6.24494890732344,6.20856238769434,4.59740367665837,5.31691043081084,9.18298305506474,9.45585276525769,9.41531994048516,8.33703372361962,9.35514302373037,9.34291734474974
"Caskin2",5.14292763340691,5.10251293746791,5.26960342291674,5.19484050553355,4.80346187415409,5.52038441131008,5.38671035471057,5.24323493021141,5.12256728217603,5.38623592996805,5.26602927889353
"Traf6",6.72251767664346,6.89334387921706,7.10429925286663,6.66540466418303,6.63545940759696,8.45743364936448,8.66226964456228,8.41722314867756,7.90930149653848,8.2352299628081,8.37078592198429
"Git1",5.66706402508405,6.63274766599633,6.40956527175017,6.38967344430054,5.71430843003676,6.77424876923299,6.89041092466202,7.18782583133999,6.72768124160674,6.76950589356466,6.96153987358404
"Ttf2",5.40299047270942,5.28034225308685,5.05607992841594,5.42512768309046,4.70602772324846,3.89017492368033,3.74260721973097,4.01114625526363,4.86345926885116,3.80969794977491,3.6720074388849
"Adnp2",5.02692364900023,5.20098063119619,4.89971164240949,5.22384671506758,4.85705685499041,6.18425761779515,5.96308732515841,6.04173457509705,5.76736171126446,5.84034500946933,5.91742164995005
"Pikfyve",5.26515106465862,5.62854130975719,5.61079860475009,5.39439585454294,4.56537076645965,6.18846884445125,5.7976265718607,5.4622447121532,5.75432399437612,5.4196428070534,5.55430387633739
"Blvrb",1.06804984059757,1.0160203013926,0.772855362859065,0.588703981707983,0.969634740735293,2.81408630827294,2.27233016041466,2.97668678452025,4.79189314482385,2.43538021040737,2.59501433398508
"Rsrc2",6.88350835933276,6.57830634385197,6.7544394328769,6.9521087125715,6.63214771051469,7.25037303549541,7.19829206300981,7.06673858122694,7.0051995831645,7.16709628820113,7.17577684617695
"Tmtc1",0.32461475110181,0.724680526338658,0.34074435022128,-0.395865977722411,-1.83772018132231,-0.533506670007767,-0.425261195417403,0.289038619824532,0.413859948051335,0.689312409133908,0.590213347721256
"Gnas",3.6220205268551,3.54637647146328,3.52081136208421,3.38270052091057,3.19692596148458,4.10441859654918,4.22450163532404,4.11818946548348,3.80854438537401,4.10492048189889,3.98527614723883
"Cbx3",3.51953756925385,3.43671442721946,3.46412676572656,3.22696470858919,2.80185501112454,3.03595949439022,2.82461196234115,3.10984534135074,3.32626754862742,3.02577659717915,2.50605290005726
"Ice2",4.50082993085886,4.37296896242864,4.42820719147162,4.67251211539046,4.36521987734796,5.13601440316031,4.88645801450992,5.30301334330513,5.12383502833923,5.07290734439427,5.19981073302271
"Nptx2",-2.98119367842228,-2.34772796918939,-1.38860805983505,-5.95045482940005,-5.00764518276462,3.53203029267642,3.52055776643153,3.09639354188214,2.58930195446121,2.58028851537905,2.84923469104843
"Eps8l2",1.98330764035634,2.45050556289966,2.50812266955325,1.12636076765078,2.26847922250961,4.33210765002223,4.47297196719357,4.33986856416466,4.37924619297,5.00483461637249,4.98069761264106
"H3f3a",5.51554916082577,5.47357707240946,5.3528589265661,5.45840560662471,5.48721040172657,5.62558839823379,5.69819702174511,5.7703417968133,5.65171548677559,6.27617594457589,6.08718692871953
"Txnl4a",4.74294116640943,4.43286004330543,4.46281223712456,4.83172436443116,5.01795582043926,4.40146943882521,4.148871372103,4.39584823622382,4.36645058766491,4.41757738788761,4.44487398455722
"Gal3st2b",-6.15111867986459,-6.43519081043973,-5.63653557327864,-5.95045482940005,-6.59260768348578,1.38076345596635,1.27802127249251,1.22866600184505,0.913430957541846,1.94777408517788,1.74509894969943
"Rif1",5.92936577720298,6.37236536641919,6.26244363134388,6.12936325581231,5.58636832788875,6.19196883413702,6.14225617084434,6.12524422301743,6.22032623747173,5.85058782878798,5.80070611904422
"Gm16286",7.58284992957443,7.56436884677967,7.5687995079971,7.68877281094687,7.95253779906725,7.20120295021807,7.36130165867438,7.45485173613457,7.37166249705195,7.35545774287668,7.32663782978227
"Zbtb41",4.65058967905187,4.7821610948306,5.1812475484959,5.22509472123614,4.30145216278824,4.8040580559205,3.94576144899813,4.02895753138009,4.7742403712441,4.10492048189889,4.5300667753576
"Setd2",6.00717542373945,6.21249245744647,6.1045100037312,6.24522495609593,5.07849104226269,6.90879888860267,6.64826245487506,6.40780953331674,6.37791860012681,6.5125587039614,6.47155167617944
"Txnrd2",3.83329977893655,3.8067923392546,3.70108632871387,3.96989802601503,4.06827958681679,3.20068183948787,3.24643862728263,3.37232175257658,3.44055826944212,3.53273658589903,3.56840897740291
"Snrpb2",5.03065475894422,4.84267773573711,5.00099497824667,5.1149613052765,5.11604515220075,4.84375948664753,4.87711410204856,4.70148699770953,5.0268766866549,4.99563372395647,4.94917217355358
"Slc39a3",4.92636467699492,4.91960953391087,4.90552896900481,5.08503162189211,4.90574292444382,4.93514347865891,5.02489260963188,4.94607879858986,5.02144535773316,5.09891817589384,4.94541759748292
"Mavs",4.86638572124483,4.91960953391087,4.89776730917599,5.09598711860726,5.09520537907915,4.31680039723438,4.48286194622156,4.46813193654044,4.79029724306721,4.25743689861599,4.60813525571852
"Kifap3",4.54671767809779,4.60578378837757,4.54212927772784,4.88953624113984,4.34034520870893,4.49510781503134,4.10471988153389,4.29346633186534,4.30071279042331,4.33827290814329,4.07735664748052
"Retsat",2.98587243221564,2.88898973617901,2.83513964111341,2.98912438491464,2.80613600845241,1.58197054741217,0.311704398748803,1.09976826866279,1.04773204925344,1.15371598573373,0.590213347721256
"Xylt1",2.30420854043997,2.32968078029636,2.61612985917161,3.36921729154695,1.20829221643453,-0.327055792540341,0.859192194051296,0.587119972757526,1.47076233928581,0.985444503143933,-2.17917372413733
"Plxnd1",5.73572102601983,5.91823173317498,6.04426346129434,6.24829713579369,4.58667942116022,7.50597482832408,7.54421757280242,7.52775657995868,7.48600025433531,7.7036507509323,7.82453582759708
"Mapk1ip1",2.24548610131727,2.56762420516732,2.68087704048623,2.06635345828651,2.62413817470953,1.90219029983717,1.88179362298843,2.39722027155395,2.37605791533895,2.87337169477986,2.38930065379526
"Stk38l",5.14292763340691,4.80857822152212,4.83615526596414,4.86732829237449,4.86014834554671,5.54905182077156,5.7129777807962,5.50741327296853,5.07092167662533,5.59071398718545,5.57753421365051
"Pef1",4.67145215108558,4.6180563154727,4.58625932958947,4.82020906351671,4.92062643032027,5.35539265559762,5.3547527203969,5.42102204942669,5.09697556827329,5.54098239226894,5.30023911469155
"Foxj2",6.56848404797104,6.73395126644823,6.74905724032273,6.80213488824094,6.10414255303639,7.49666526603394,7.34275343047785,7.38049568402228,6.87837049052123,7.06259057666875,7.09800798791995
"Ppp2r2d",5.44832930166413,5.26568234470053,5.29346248933039,5.38325959669392,5.49584932000045,5.94720586871671,5.8045436161291,5.77773483296702,5.83858130058335,5.82795685428841,5.94776535233934
"Tgif1",6.17783668191674,5.92043558319818,6.15014246061202,5.85730257418922,5.85937609374441,6.59867995151256,6.71113844619022,6.75303191169322,5.83858130058335,6.26166486099982,6.18834030764086
"Gid8",4.37146285139024,4.27991319879644,4.2073854780104,4.42567055987613,4.41512043114647,4.43493859611739,4.46301372202377,4.55919988730009,4.1470896013101,4.36424212006316,4.55983969867774
"Rbm15",4.2422717775794,4.16936241863931,3.89289498086751,4.69790275260962,3.97819675423872,3.75284375463353,3.63141125371949,3.56042510609211,4.50910538425502,3.1032080840232,3.58298177849018
"Tsc1",4.69984947111785,4.63961965072072,4.81158073213083,4.90674864210812,4.02302195348232,6.05645651177176,5.9026656400914,6.00980150291438,5.48415056600866,5.72036358907481,5.36491256933398
"Pdcd7",5.09265035209727,4.99891611817022,5.09393456390558,5.21633592131813,5.16935901189631,5.25857446798949,5.26159843445364,5.33629665087461,5.32019768102006,5.28564372393426,5.25089862063685
"Pdlim5",7.21806968128282,7.24637704644875,7.30982246060841,7.31764850621087,7.17153823157761,7.64704007528424,7.66830873146248,7.49449138658109,6.92856266742102,7.31312446035637,7.47725113914045
"Tgoln1",8.08631537725471,8.02122778006684,8.17554143015068,7.88529953761645,8.03475520139681,8.86895883676363,8.88919132851593,8.79195191965414,8.44645990906042,8.77670810925377,8.8378244459775
"Tacc1",8.71630486270649,8.65925806076239,8.76347659814972,8.78420187410413,8.7847045370482,8.42671808931242,8.54856492956953,8.25907376870721,8.33224344064626,8.26788812961102,8.47000078600339
"Tpgs1",4.83827581998014,4.81688323235645,4.91709372063773,4.73341703922256,5.07937558860608,5.04140216604947,5.06659190091227,5.32912618362426,4.61387067568294,5.14125381459909,5.42141501173323
"Slc48a1",5.64207817919636,5.6519404911008,5.54275153136737,5.77618909208395,5.83862872858528,5.91960564355925,5.92912947899966,6.14987119438852,5.7001123113347,5.65524278209959,5.9020070654749
"Trrap",6.07800054079401,6.01421580454585,6.28864794615557,6.20341382582319,5.58947624602494,6.78355801296056,6.81020076870909,6.62947247340142,6.63736239101744,6.49634118785546,6.5490560229645
"Fam71e1",0.0777000106312931,-0.55254776107789,-0.427082207649687,-0.458601733070374,0.302210079822164,1.61571933876671,1.546724428413,1.75918071854383,0.959601138974772,1.86934743822106,1.43821025427621
"Ccdc18",2.0337566630437,2.46265464556578,1.910358886609,2.09939372005051,1.78677068358548,0.203458924158439,1.27802127249251,2.64832012919426,2.856612825542,1.15371598573373,1.656015406117
"Slc17a9",2.39962810551866,2.34288631909563,2.31183165830604,2.08846415989225,2.667135580205,2.22001010042229,2.66871495279161,2.64832012919426,3.14334396084809,2.17343422034824,2.12294588966985
"Crtc1",4.48641187166072,4.60715256935396,4.54957866626301,4.48313061175045,4.30448144482698,4.03751663975552,3.92777249971082,3.96748002040363,4.25284647915805,4.13874841013576,4.33724262523216
"Pax5",-3.82919058497723,-3.26526580899742,-3.31460747839127,-5.95045482940005,-6.59260768348578,1.21451411266744,1.70718910060625,2.00935297344057,2.97373146780966,1.91691312147312,0.869189297424071
"St3gal2",5.13601650622212,5.05916479309311,4.8280101770553,5.086405617273,4.89974626167409,6.09135906694082,6.22634251223694,6.13843090188695,6.07780649729482,6.27237136684122,6.54967440918952
"Ncoa5",5.74104462999738,5.62110820411061,5.68257200254635,5.63591586571392,5.49651171442939,6.71125356435714,6.81412313657196,6.87375473765022,6.41825801757328,6.7807980107959,6.54534012898262
"Stk26",-0.865716461002339,-1.00892605573763,-2.46661057183632,-5.95045482940005,-0.86468722892258,2.31551743135091,2.06412364532152,2.82182565553283,4.00296217913341,2.2620486075218,1.54130374724031
"Tnip1",6.02349496737135,5.97605534140071,5.86679328334803,5.82144725129767,5.58387716380611,7.66578815420865,7.57834680686544,7.59834722818078,7.26883577462131,7.36406338066618,7.49116063853603
"Camkk1",4.62119589405706,5.34821673173379,5.2800903489326,5.18204490022846,6.0662732115621,1.00127007354517,0.311704398748803,0.928156890592593,3.0976209250458,1.64291950364946,2.35574809408423
"Grk3",7.57158213914537,7.5037455120996,7.62746711383558,7.6546773999841,6.97285145341884,8.45757905301718,8.68105007559101,8.3924984233537,8.06111159283483,8.52771851113241,8.68381577651699
"Cdc34",5.64289096515638,5.47057223916306,5.32708304416534,5.6026944461985,5.51493634849021,5.95464245755849,5.89712922763956,5.86460886336195,5.883431597005,5.6101363424953,5.78818355182094
"H2-M5",2.9755857929786,2.82455245325105,2.97448922402872,2.80108922968905,2.48687710034104,-5.81890888887002,-2.54073841283734,-4.0567362170172,-1.38522735802267,0.76057109230373,-0.594211223416172
"Vti1a",5.57637638916084,5.66579997365303,5.5808163319917,5.55287402722661,5.6067579333722,6.04643775594676,6.02192802168536,5.80899705383456,6.03127463484475,6.13581992854846,6.15946137758844
"Dr1",6.61437462820105,6.70164013566299,6.85706973377848,6.90109902902973,7.0583318535328,6.7068565899519,6.95044661446401,6.82514249058325,6.72057641389442,6.95325011880756,6.96710565463626
"Tnfsf12",0.988432672534206,0.895726067674886,1.04996495390458,0.791012157001099,0.252882367458596,-0.86471257848314,-0.425261195417403,-1.39377120429477,-1.63676612501863,0.00024150507201336,-0.0840164910969881
"Zfyve1",4.90754957047598,4.88504563480192,4.83412330078191,4.61083311576478,4.55777428533207,6.65505047682475,6.91161724093593,6.80150385955866,6.1757932198066,6.38094551318196,6.73996046722594
"Klf4",4.47550297249378,4.87712493625038,4.89971164240949,4.7612121441643,4.43460720167405,1.09995434840458,1.05752091049727,-0.783717722610782,0.274697200379709,1.25589638054021,0.665175405402477
"Pml",6.33697249766889,6.22324384425789,5.956388582349,6.23534978570841,5.84540440416535,6.62532954920809,6.4501534353939,6.46584531423763,7.28167122441792,6.52923373781474,6.34688085633001
"Ythdf1",6.32689249131146,6.32448935677123,6.42179445292702,6.51383564445072,6.51771249012392,5.90090771414811,5.84056418931864,5.94279407923752,6.43673790784638,5.9624883256629,6.00750329873148
"Smad5",4.35766648219992,4.59340596662738,4.61257787943509,5.06007327648644,4.26303948254149,4.26457043846183,4.42247879812095,4.29346633186534,4.25284647915805,4.4953623152356,4.21158149487115
"Arhgap9",7.16020391486751,7.00762312723542,7.04755553325046,7.20167153594247,7.60407127817926,4.79855857642418,5.03501090972248,4.91193057617801,5.74693816745542,5.66340020713365,5.68838583212619
"Cep70",4.82687668874837,4.8133297944987,4.74175928263326,5.17947210411034,4.89874439007766,3.96736073877845,4.24207783290684,4.01114625526363,4.61387067568294,4.39536027832491,4.24250861790047
"Krt19",2.51776630440166,4.91740442069457,5.4355970308886,4.07329952389937,5.45281071354501,0.590482047267687,-0.955775912116183,-0.783717722610782,-2.3286438296563,-2.1550367204059,-1.93816562463353
"Sec14l1",6.23770585815901,6.2178781661402,6.44328251193372,6.45973149132505,6.12442606600511,5.63795884951033,5.59482837783103,5.82131469571134,5.6525941074123,5.573502252941,5.52189640478106
"Abca9",2.77665928221775,3.05866463880109,2.74284279379263,2.00954710266803,-0.288826935308677,-5.81890888887002,-5.71066341427965,-1.11813676168134,-6.02908354779739,-0.12261524271352,-5.63860534277463
"Dlat",6.3141926290126,6.27065753306921,6.25638665035195,6.42539914701842,6.67110165368011,5.27318752612078,5.3398654912509,5.37858678310629,5.98667993957248,5.46301501781631,5.50668999215897
"Fam187b",0.32461475110181,0.82219703225292,-0.278983568660553,1.7290252701054,0.738309194628837,1.61571933876671,1.15970130530375,1.77615379714754,-0.0983462102345078,2.05086757814198,1.52126599400376
"Sptan1",7.13644942296682,7.20109393926936,7.37696158101307,7.38535420342235,6.66492748573658,8.08769990284252,7.8680630666871,7.51169497615026,7.69787961286346,7.5748929514226,7.48890542028174
"Comt",5.40778030128211,5.40912265076356,5.3385958836427,5.28854692836553,5.54213948518324,5.12433850703154,5.36012839514341,5.20457519361155,4.84973373681683,5.22709600868738,4.98253077050002
"Tex264",3.99481346595593,4.11459385750813,4.03765669486705,3.61369466058568,4.34329399878181,4.71149744822905,4.65675133696718,5.11068192881454,3.94962691130896,4.37279567302934,4.34865866929791
"Cyp2r1",1.98330764035634,1.80798317303322,2.32346635878944,1.8887489586969,1.62171143731499,0.55613054247691,-4.1257009135585,-0.99784252796363,0.478711092401302,-0.188203584341097,-0.509322325829659
"Pigg",4.69828642108317,4.47395223690017,4.69326076494207,4.79016921508937,4.36521987734796,4.53092520258723,4.23038419206093,4.39859100328736,4.43341872479987,4.18481328247873,4.54503003869859
"Tbck",5.80489439822351,5.55171781425796,5.49210323957396,5.69114538643431,6.05012096028322,5.67244318469342,5.56487914180707,5.57565318753198,5.58424550657366,5.45498142838459,5.54688958143624
"Aamp",7.66955891561846,7.5505622003121,7.74703373018564,7.55919648177803,7.85686341669552,8.28232817997725,8.46215471929468,8.41502366009257,7.85766091497487,8.2774102752005,8.35636676443318
"Ghdc",2.11097616550559,2.53347598275548,1.86331031380457,2.521220384992,2.74054766682484,2.79211590843734,2.61576607284265,3.11652449698837,2.61837487865753,2.22473544905375,2.50605290005726
"Pdcd1",0.41873692846636,1.28590837826745,1.71219258095244,-0.821171812455082,0.505424399474747,-0.960927893742443,2.21414908932613,2.47204344831083,1.74570351180378,0.652318201651707,1.56106700206174
"Dbt",4.0250544692429,4.08346234523366,4.26885143173949,3.98471022020365,4.45519787052181,2.75473829862331,3.30892731407823,3.65062291506368,3.29959137953055,3.63108436721249,3.64910703677482
"Arvcf",2.44507107627982,1.74968453246855,2.42416035840892,2.13169421195382,2.32327169534999,3.80131093663747,3.15042349171574,3.38896841850859,3.05040123602942,2.75621906776402,3.47773861846284
"Pafah2",-0.423198225301389,0.359225055910375,-0.210270818576538,0.353325918777055,1.1147514485951,2.0076395984209,1.99669571780123,2.13308834186282,0.98214370762586,1.86934743822106,1.52126599400376
"Tnfrsf4",4.25508632555427,4.35841249883968,4.78237115797926,2.95943825436999,3.59845153104588,8.33677900428943,8.59518459003523,8.54634917045208,7.94935879390862,8.81317187695115,8.82076223435602
"Anxa2",9.59898636010376,9.08895295775496,9.06936675421658,9.55755654557572,9.047778487114,9.90130864467683,9.79126704530394,9.76971296240647,9.39472175960399,9.82240583541345,9.864071097241
"Prr5l",7.28520246989008,7.14589205331447,6.90383467046493,7.28959111651909,7.21906804185434,6.4919878599277,6.51182963796681,6.52415042843804,6.26926546786079,6.69244777447935,6.63314946287185
"Rps15a",3.65462519228703,3.56902965587846,3.72321398704369,3.81275753741435,3.60583735796658,3.60945128383428,3.55377918594695,3.98947833796562,3.43239589948876,4.11515240450984,3.94071059480539
"Ctc1",5.8977087334993,5.79932727530026,5.63434372205015,5.94170848046192,5.37569911094502,5.70807931656199,5.71612548031591,5.8345411885855,5.9115971006267,5.42650625977411,5.61465123700653
"Aimp1",4.28037892439346,4.22033991271591,4.44694375405321,4.43216919717487,4.44287876780638,4.3647264926032,4.41990714852578,4.48371475274496,4.28945926190533,4.77892211840079,4.54005950823185
"Tnfrsf18",4.63106051396662,4.49776208175498,4.44428195432969,4.24553246862846,4.36666982223472,6.04411582136687,6.19885470001696,6.07982774626912,5.42572980071513,6.38376948284485,6.23291491955449
"Ppp2r5c",7.98723312557819,8.11657752217553,8.15574635390032,8.16174029776867,8.1134026059223,7.6259765847129,7.63543473627015,7.56119033978155,7.6671233212215,7.66644738914238,7.73765573378506
"Tbc1d7",3.03127567353994,3.07853678551271,3.15462731527638,2.7395431420194,3.44219127909149,2.95258058063058,2.70296451474452,3.22558002197131,3.15331080560713,3.35994625076233,3.17196629196652
"Sde2",5.95969084703407,5.77395789991602,5.79652819184343,5.79815734733693,6.00195019637795,6.015957149492,6.11866292156201,6.09258751435799,6.10116523625329,6.02442004320907,6.15540430224635
"Zxdb",2.12965209026601,2.95497814576045,3.50557148402391,2.8601168053411,2.58481185450346,2.73951182439865,3.05420817645644,3.29199193721388,2.89869441428495,2.9130086670172,2.92744869539647
"Bnip3",3.21301597514346,3.34452854470367,3.20581477013517,3.04106701667565,3.47482667727074,1.94264234357446,2.28369002257921,1.96563159601126,1.87178326018335,1.68015240984843,1.89277611774169
"Rad54l2",2.5318759038171,2.46869103529645,2.1772456179384,2.4966283968096,1.22117350773126,2.23093966058055,2.4840934401426,2.27119061849161,1.98772473988916,1.78641109723899,1.59979939655045
"Cap1",6.43313920787998,6.50897217541506,6.39929449955638,6.783619662028,5.90848308678873,6.62946557079278,6.49299047124994,6.36778002814971,5.9218368042327,6.12320152413426,6.33401551928412
"Rmi2",3.61871916376485,3.1553962394753,3.43760588947387,3.5789757247461,3.34255736611792,1.00127007354517,0.35542577617812,1.65292203115327,3.13330778095951,0.861265091923203,1.01960613997717
"Papd5",5.33621893534259,5.74937464200642,5.77126327694334,5.93486023164933,5.32588290880653,5.49680676915219,5.40242756916273,5.46355506196253,5.73951433439698,5.13623864718175,5.5506014918224
"Adipor1",7.31992140572966,7.26773939399856,7.18981429144146,7.26765427687486,7.47960867899324,7.7160018792553,7.62430814074781,7.66678252690567,7.47387253546492,7.61239537793922,7.43570339866563
"Crot",5.5601180879292,5.52444895392445,5.45952066590231,5.68299454531344,5.79783000607476,4.5198274937039,4.74569100082864,4.63791186331413,4.75145621967457,4.58643026599525,4.96779986992316
"2310022B05Rik",4.2075325210283,4.35026165771881,4.52459630970567,4.2504437756384,4.22836900913546,4.46302113808543,4.51454402266385,4.60978369288186,4.28945926190533,4.41757738788761,4.31994737265639
"Tufm",4.64573211540257,4.57813186298572,4.67294078056247,4.82515545135949,5.06068526189704,4.31680039723438,4.37015411332867,4.53447443136914,4.94030297354489,4.64409769484674,4.68219520610701
"Pqlc1",7.3493497830885,7.23867032384408,7.26941546186627,7.34603125721542,7.58815619880052,6.04179014374197,6.19208853057051,6.09428032187505,5.87140593703726,6.25165145425987,6.47089887298238
"Fam110a",4.75652312380094,4.81806576934142,4.6569360755595,4.75085163255858,4.97201817930959,5.04605102627258,4.9749614254467,4.97209074673423,5.00640290349476,5.34770469206651,5.26602927889353
"Cd40",6.75332778464113,6.57586168936089,6.71246914474911,5.53184895292313,5.91790925710893,9.44461707428344,9.5118673727485,9.48706090529485,8.62795571551483,9.37399445950495,9.28764431599001
"Gpsm3",5.65824752795149,5.66185368888322,5.48823196254384,5.78636986969882,5.65264789682077,5.12580317217347,5.19997931618997,5.43578463912115,4.9560468256695,5.5154585944672,5.6087288352541
"Sbno2",8.2182741883412,8.16152308559814,8.29890575765256,8.11555024625486,8.09853604183179,9.30565673304737,9.35487894227605,9.38019216413879,9.15706939012654,9.3978506596865,9.41925949573702
"Wdr44",5.50217426551823,5.47657566021982,5.49339136023176,5.66655339825192,5.39997666052002,5.38627343735863,5.06000047863711,4.95914339664895,5.13770720292079,5.4278750407505,4.82594040755931
"Pbx2",2.97041483747544,3.34452854470367,3.39963803927485,3.45255719417495,2.95621422497297,3.17261295720568,2.92958152194269,3.23788453187443,3.26323808500464,3.66862001398081,3.65831086410466
"Litaf",7.53022955530922,7.51417997166126,7.55714378146309,6.9749141621744,7.62102818130369,8.42270192359849,8.67849734575971,8.68620473364939,7.56278937875341,8.3514061112413,8.44877462069078
"Necap2",8.08795768783771,8.00379591753551,8.05706027919307,8.01704163921496,8.29998256449251,9.17531194124755,9.351677912641,9.36449585001872,8.79959840688458,9.25527007489074,9.43046675029948
"Zfp57",3.51599286221044,3.30796058367277,3.71881552314618,3.4267557009885,3.282373664168,-5.81890888887002,-1.46273590083607,-5.64169871773835,-1.27419604563393,-0.97061214926847,-0.353203123912377
"Sertad3",3.12733077835589,3.46114159347021,3.42685950800987,3.30928843429073,3.70774487684244,4.02814845722132,4.58510552014086,4.38758850922989,3.84282168986179,4.62274162171183,4.71564403917062
"Plce1",5.67344235010569,5.81777022595395,5.83056046062711,5.81234243309818,5.29194445050145,1.68093699821319,2.5325105691933,1.22866600184505,2.44259166659465,2.79067312409315,3.38098538558326
"Taldo1",9.27995446307319,9.12606729707702,9.05438998334306,9.3687586154641,9.63513985923901,7.48187264069896,7.51047052807743,7.6072665458693,7.6734138373049,8.01659500670676,7.99518457131042
"C3ar1",1.93103036148928,3.48516204497535,1.81467553855369,-0.278029487428553,0.201808182864326,-2.35947727023272,-5.71066341427965,-1.94125899959726,-3.22172862573979,-5.61446833904319,-1.39067782933104
"Ppt1",11.6931641281575,11.6261540107694,11.6631643517343,11.7397136987504,12.0534763408415,6.36998898437217,6.50335207713119,6.83631245343769,8.89679536925028,9.19102364396926,9.48134895814561
"Fryl",6.81448525664539,7.14235603428723,7.18384286304505,7.057798697696,6.10370787540704,7.55273164574179,7.69859491511676,7.24685428984086,7.21453674504985,7.3348112400334,7.1669370215841
"Washc4",6.97832534316736,6.99956771252703,7.0744860435132,7.06199512302553,6.77385114314032,7.54973397835242,7.56560641663262,7.34964596924817,7.06086341570055,7.11663851534484,7.18933273737036
"Capns1",6.61933874506744,6.76463487393452,6.75121252743266,6.87549770812368,6.46926974757009,6.94575540320333,7.04526732680475,6.95379188886929,6.33805814675497,6.65085368519167,6.82568513107614
"Eps15",8.2727194477618,8.29437682940332,8.2086604201777,8.31112593490963,7.98464410140972,9.35870530014977,9.18315950124202,9.13303687494021,8.85847028107794,9.12494311293059,9.04169923244098
"Apool",4.05467456953257,3.78760409242838,3.88898523581643,3.81607407919882,3.90424609390226,5.81181327323382,5.92822496797261,5.97070907540032,4.94891182081557,5.86480669120701,5.65773734191826
