"","counts_bg","counts_fg","freq_bg","freq_fg","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"Prkab1",122,5,1.18061972083956e-05,7.51427712654043e-06,5,-0.588886178470665,0.1736,0.241313771106942
"Suds3",525,49,5.08053568394075e-05,7.36399158400962e-05,78,0.52684607458465,0.0206,0.038290366281987
"Taok3",1401,72,0.000135577723680019,0.000108205590622182,342,-0.322675479211086,0.0275,0.0491550060313631
"Pebp1",1889,77,0.000182802512513601,0.000115719867748723,500,-0.655106334177942,0,0
"Vsig10",42,55,4.0644285471526e-06,8.26570483919447e-05,13,4.04601570283342,0,0
"Rfc5",348,5,3.36766936764072e-05,7.51427712654043e-06,70,-2.02601039478326,0,0
"Med13l",295,33,2.85477719383337e-05,4.95942290351668e-05,26,0.775923487670889,0.0126,0.024927476635514
"Plbd2",267,11,2.58381529068987e-05,1.65314096783889e-05,23,-0.614343377730014,0.0524,0.0858919469026549
"Slc8b1",617,23,5.9708390799837e-05,3.4565674782086e-05,109,-0.771410396278157,0.0014,0.00363186274509804
"Tpcn1",264,3,2.5547836582102e-05,4.50856627592426e-06,21,-2.26884551868403,0,0
"Ddx54",460,33,4.45151698021475e-05,4.95942290351668e-05,63,0.152625372261566,0.5277,0.605971683199008
"Oas1a",104,8,1.0064299259616e-05,1.20228434024647e-05,12,0.235132397200223,0.6334,0.70011347157989
"Ptpn11",368,14,3.5612135841718e-05,2.10399759543132e-05,47,-0.732199288655432,0.0129,0.0254327035657265
"Rpl6",2623,124,0.000253833239980506,0.000186354072738203,756,-0.44378613277881,1e-04,0.000327541998231653
"Trafd1",685,105,6.62888941618935e-05,0.000157799819657349,138,1.2387689571341,0,0
"Naa25",163,6,1.57738536472827e-05,9.01713255184851e-06,10,-0.743744583801294,0.0675,0.106997753530167
"Erp29",3911,119,0.000378475715426519,0.000178839795611662,1049,-1.07729526218413,0,0
"Aldh2",476,10,4.60635235343961e-05,1.50285542530809e-05,83,-1.55396503291302,0,0
"Brap",260,10,2.51607481490399e-05,1.50285542530809e-05,19,-0.706759496988338,0.0306,0.0540055740828966
"Sh2b3",531,29,5.13859894890007e-05,4.35828073339345e-05,72,-0.232693553424198,0.3016,0.384142066357229
"Ppp1cc",1223,49,0.000118352288408753,7.36399158400962e-05,259,-0.677206963691855,4e-04,0.00118354632587859
"Hvcn1",198,29,1.91608774365765e-05,4.35828073339345e-05,20,1.14492903568359,0.0048,0.0106956992481203
"Pptc7",199,7,1.92576495448421e-05,1.05199879771566e-05,12,-0.814327579675419,0.0308,0.0542809705042816
"Vps29",1496,94,0.000144771073965245,0.00014126840997896,380,-0.03508911347256,0.7877,0.832653631045798
"Fam216a",133,3,1.28706903993166e-05,4.50856627592426e-06,9,-1.33229081807602,0.0126,0.024927476635514
"Gpn3",147,6,1.42254999150341e-05,9.01713255184851e-06,7,-0.604020008606452,0.1414,0.202245675675676
"Arpc3",9235,564,0.000893690419832244,0.00084761045987376,1817,-0.0762861071417551,0.1683,0.235004655107426
"Anapc7",161,5,1.55803094307516e-05,7.51427712654043e-06,6,-0.961514977957582,0.0196,0.03668933804952
"Atp2a2",215,4,2.08060032770907e-05,6.01142170123234e-06,12,-1.63694645590479,1e-04,0.000327541998231653
"P2rx7",110,0,1.06449319092092e-05,0,4,-3.54163029866685,2e-04,0.00061974069427018
"P2rx4",419,64,4.05475133632604e-05,9.61827472197175e-05,55,1.22593808233944,0,0
"Camkk2",231,25,2.23543570093393e-05,3.75713856327021e-05,25,0.723839248561533,0.0389,0.0661943270555811
"Anapc5",1199,25,0.00011602975781038,3.75713856327021e-05,260,-1.60127253941304,0,0
"Rnf34",345,21,3.33863773516106e-05,3.15599639314698e-05,30,-0.078738032671779,0.7658,0.813683091926
"Kdm2b",388,49,3.75475780070288e-05,7.36399158400962e-05,47,0.953307142848361,0.0012,0.00317301927194861
"Orai1",1052,52,0.000101804257895346,7.81484821160204e-05,228,-0.377266430389296,0.0298,0.0527822615347837
"Rhof",194,36,1.87737890035144e-05,5.41027953110911e-05,18,1.47853616402897,0.001,0.00270105723660226
"Setd1b",212,13,2.05156869522941e-05,1.95371205290051e-05,12,-0.0671549850709741,0.8429,0.876459646415041
"Psmd9",310,10,2.99993535623168e-05,1.50285542530809e-05,26,-0.951593828064559,0.0042,0.00954826633936791
"Diablo",620,38,5.99987071246336e-05,5.71085061617072e-05,83,-0.0700292981825295,0.7205,0.776458027923211
"Clip1",310,41,2.99993535623168e-05,6.16170724376315e-05,40,1.01431792821067,0.0021,0.00519149149149149
"Zcchc8",157,9,1.51932209976895e-05,1.35256988277728e-05,7,-0.156782408019992,0.6819,0.741117368343846
"Rsrc2",1072,82,0.000103739700060657,0.000123234144875263,233,0.24625336406562,0.1245,0.181328975820719
"Denr",1022,25,9.89010946473799e-05,3.75713856327021e-05,204,-1.37296951210379,0,0
"Vps37b",184,16,1.7806067920859e-05,2.40456868049294e-05,16,0.413363940297405,0.271,0.351573980038522
"Ogfod2",122,6,1.18061972083956e-05,9.01713255184851e-06,8,-0.354372542113722,0.4289,0.513446453385038
"Arl6ip4",539,17,5.2160166355125e-05,2.55485422302375e-05,74,-1.00171297387378,0,0
"2810006K23Rik",111,2,1.07417040174747e-05,3.00571085061617e-06,9,-1.55151160498092,0.0063,0.0135925160163075
"Cdk2ap1",127,4,1.22900577497233e-05,6.01142170123234e-06,13,-0.922568460309812,0.055,0.0895987247141601
"Sbno1",685,106,6.62888941618935e-05,0.000159302675082657,124,1.25235818401652,0,0
"Setd8",356,34,3.44508705425315e-05,5.10970844604749e-05,48,0.555381581213825,0.0491,0.0811288804638715
"Rilpl2",192,46,1.85802447869833e-05,6.91313495641719e-05,22,1.8406606893643,1e-04,0.000327541998231653
"Snrnp35",161,10,1.55803094307516e-05,1.50285542530809e-05,7,-0.0488266285953258,0.8979,0.921021888412017
"Tmed2",3112,131,0.000301154800922354,0.000196874060715359,874,-0.610705363051382,0,0
"Ddx55",214,8,2.07092311688251e-05,1.20228434024647e-05,11,-0.737264153535822,0.0419,0.0706341524459613
"Eif2b1",309,2,2.99025814540512e-05,3.00571085061617e-06,26,-2.94759716890835,0,0
"Gtf2h3",147,6,1.42254999150341e-05,9.01713255184851e-06,6,-0.604020008606452,0.1497,0.212110786001147
"Atp6v0a2",627,10,6.06761118824923e-05,1.50285542530809e-05,100,-1.94406751647894,0,0
"Zfp664",128,5,1.23868298579889e-05,7.51427712654043e-06,6,-0.652858402272707,0.128,0.185696495006853
"Ncor2",140,6,1.35480951571753e-05,9.01713255184851e-06,6,-0.538360677571662,0.201,0.272399670751783
"Scarb1",412,4,3.98701086054017e-05,6.01142170123234e-06,44,-2.54326716377383,0,0
